0,0.00097541,0.7,-12.366
0,0.00097541,0.7,-12.366
0,0.00097541,0.7,-12.366
0,0.00097541,0.7,-12.366
0,0.00097541,0.7,-12.366
0,0.0010339,0.7,-12.366
0,0.0010339,0.7,-12.366
0,0.0010339,0.7,-12.366
0,0.0010339,0.7,-12.366
0,0.0010339,0.7,-12.366
0,0.0010339,0.7,-12.366
0,0.0010339,0.7,-12.366
0,0.0010339,0.7,-12.366
0,0.0010339,0.7,-12.366
0,0.0010339,0.7,-12.366
0,0.0010339,0.7,-12.366
0,0.0010925,0.7,-12.366
0,0.0010925,0.7,-12.366
0,0.0010925,0.7,-12.366
0,0.0010925,0.7,-12.366
0,0.0010925,0.7,-12.366
0,0.0010925,0.7,-12.366
0,0.0010925,0.7,-12.366
0,0.0010925,0.7,-12.366
0,0.0010925,0.7,-12.366
0,0.0010925,0.7,-12.366
0,0.0010925,0.7,-12.366
0,0.001151,0.7,-12.366
0,0.001151,0.7,-12.366
0,0.001151,0.7,-12.366
0,0.001151,0.7,-12.366
0,0.001151,0.7,-12.366
0,0.001151,0.7,-12.366
0,0.001151,0.7,-12.366
0,0.001151,0.7,-12.366
0,0.001151,0.7,-12.366
0,0.001151,0.7,-12.366
0,0.001151,0.7,-12.366
0,0.0012095,0.7,-12.366
0,0.0012095,0.7,-12.366
0,0.0012095,0.7,-12.366
0,0.0012095,0.7,-12.366
0,0.0012095,0.7,-12.366
0,0.0012095,0.7,-12.366
0,0.0012095,0.7,-12.366
0,0.0012095,0.7,-12.366
0,0.0012095,0.7,-12.366
0,0.0012095,0.7,-12.366
0,0.0012095,0.7,-12.366
0,0.001268,0.7,-12.366
0,0.001268,0.7,-12.366
0,0.001268,0.7,-12.366
0,0.001268,0.7,-12.366
0,0.001268,0.7,-12.366
0,0.001268,0.7,-12.366
0,0.001268,0.7,-12.366
0,0.001268,0.7,-12.366
0,0.001268,0.7,-12.366
0,0.001268,0.7,-12.366
0,0.001268,0.7,-12.366
0,0.00068279,0.76,-12.366
0,0.00068279,0.76,-12.366
0,0.00068279,0.76,-12.366
0,0.00068279,0.76,-12.366
0,0.00068279,0.76,-12.366
0,0.00068279,0.76,-12.366
0,0.00068279,0.76,-12.366
0,0.00068279,0.76,-12.366
0,0.00068279,0.76,-12.366
0,0.00068279,0.76,-12.366
0,0.00068279,0.76,-12.366
0,0.00074131,0.76,-12.366
0,0.00074131,0.76,-12.366
0,0.00074131,0.76,-12.366
0,0.00074131,0.76,-12.366
0,0.00074131,0.76,-12.366
0,0.00074131,0.76,-12.366
0,0.00074131,0.76,-12.366
0,0.00074131,0.76,-12.366
0,0.00074131,0.76,-12.366
0,0.00074131,0.76,-12.366
0,0.00074131,0.76,-12.366
0,0.00079984,0.76,-12.366
0,0.00079984,0.76,-12.366
0,0.00079984,0.76,-12.366
0,0.00079984,0.76,-12.366
0,0.00079984,0.76,-12.366
0,0.00079984,0.76,-12.366
0,0.00079984,0.76,-12.366
0,0.00079984,0.76,-12.366
0,0.00079984,0.76,-12.366
0,0.00079984,0.76,-12.366
0,0.00079984,0.76,-12.366
0,0.00085836,0.76,-12.366
0,0.00085836,0.76,-12.366
0,0.00085836,0.76,-12.366
0,0.00085836,0.76,-12.366
0,0.00085836,0.76,-12.366
0,0.00085836,0.76,-12.366
0,0.00085836,0.76,-12.366
0,0.00085836,0.76,-12.366
0,0.00085836,0.76,-12.366
0,0.00085836,0.76,-12.366
0,0.00085836,0.76,-12.366
0,0.00091689,0.76,-12.366
0,0.00091689,0.76,-12.366
0,0.00091689,0.76,-12.366
0,0.00091689,0.76,-12.366
0,0.00091689,0.76,-12.366
0,0.00091689,0.76,-12.366
0,0.00091689,0.76,-12.366
0,0.00091689,0.76,-12.366
0,0.00091689,0.76,-12.366
0,0.00091689,0.76,-12.366
0,0.00091689,0.76,-12.366
0,0.00097541,0.76,-12.366
0,0.00097541,0.76,-12.366
0,0.00097541,0.76,-12.366
0,0.00097541,0.76,-12.366
0,0.00097541,0.76,-12.366
0,0.00097541,0.76,-12.366
0,0.00097541,0.76,-12.366
0,0.00097541,0.76,-12.366
0,0.00097541,0.76,-12.366
0,0.00097541,0.76,-12.366
0,0.00097541,0.76,-12.366
0,0.0010339,0.76,-12.366
0,0.0010339,0.76,-12.366
0,0.0010339,0.76,-12.366
0,0.0010339,0.76,-12.366
0,0.0010339,0.76,-12.366
0,0.0010339,0.76,-12.366
0,0.0010339,0.76,-12.366
0,0.0010339,0.76,-12.366
0,0.0010339,0.76,-12.366
0,0.0010339,0.76,-12.366
0,0.0010339,0.76,-12.366
0,0.0010925,0.76,-12.366
0,0.0010925,0.76,-12.366
0,0.0010925,0.76,-12.366
0,0.0010925,0.76,-12.366
0,0.0010925,0.76,-12.366
0,0.0010925,0.76,-12.366
0,0.0010925,0.76,-12.366
0,0.0010925,0.76,-12.366
0,0.0010925,0.76,-12.366
0,0.0010925,0.76,-12.366
0,0.0010925,0.76,-12.366
0,0.001151,0.76,-12.366
0,0.001151,0.76,-12.366
0,0.001151,0.76,-12.366
0,0.001151,0.76,-12.366
0,0.001151,0.76,-12.366
0,0.001151,0.76,-12.366
0,0.001151,0.76,-12.366
0,0.001151,0.76,-12.366
0,0.001151,0.76,-12.366
0,0.001151,0.76,-12.366
0,0.001151,0.76,-12.366
0,0.0012095,0.76,-12.366
0,0.0012095,0.76,-12.366
0,0.0012095,0.76,-12.366
0,0.0012095,0.76,-12.366
0,0.0012095,0.76,-12.366
0,0.0012095,0.76,-12.366
0,0.0012095,0.76,-12.366
0,0.0012095,0.76,-12.366
0,0.0012095,0.76,-12.366
0,0.0012095,0.76,-12.366
0,0.0012095,0.76,-12.366
0,0.001268,0.76,-12.366
0,0.001268,0.76,-12.366
0,0.001268,0.76,-12.366
0,0.001268,0.76,-12.366
0,0.001268,0.76,-12.366
0,0.001268,0.76,-12.366
0,0.001268,0.76,-12.366
0,0.001268,0.76,-12.366
0,0.001268,0.76,-12.366
0,0.001268,0.76,-12.366
0,0.001268,0.76,-12.366
0,0.00068279,0.82,-12.366
0,0.00068279,0.82,-12.366
0,0.00068279,0.82,-12.366
0,0.00068279,0.82,-12.366
0,0.00068279,0.82,-12.366
0,0.00068279,0.82,-12.366
0,0.00068279,0.82,-12.366
0,0.00068279,0.82,-12.366
0,0.00068279,0.82,-12.366
0,0.00068279,0.82,-12.366
0,0.00068279,0.82,-12.366
0,0.00074131,0.82,-12.366
0,0.00074131,0.82,-12.366
0,0.00074131,0.82,-12.366
0,0.00074131,0.82,-12.366
0,0.00074131,0.82,-12.366
0,0.00074131,0.82,-12.366
0,0.00074131,0.82,-12.366
0,0.00074131,0.82,-12.366
0,0.00074131,0.82,-12.366
0,0.00074131,0.82,-12.366
0,0.00074131,0.82,-12.366
0,0.00079984,0.82,-12.366
0,0.00079984,0.82,-12.366
0,0.00079984,0.82,-12.366
0,0.00079984,0.82,-12.366
0,0.00079984,0.82,-12.366
0,0.00079984,0.82,-12.366
0,0.00079984,0.82,-12.366
0,0.00079984,0.82,-12.366
0,0.00079984,0.82,-12.366
0,0.00079984,0.82,-12.366
0,0.00079984,0.82,-12.366
0,0.00085836,0.82,-12.366
0,0.00085836,0.82,-12.366
0,0.00085836,0.82,-12.366
0,0.00085836,0.82,-12.366
0,0.00085836,0.82,-12.366
0,0.00085836,0.82,-12.366
0,0.00085836,0.82,-12.366
0,0.00085836,0.82,-12.366
0,0.00085836,0.82,-12.366
0,0.00085836,0.82,-12.366
0,0.00085836,0.82,-12.366
0,0.00091689,0.82,-12.366
0,0.00091689,0.82,-12.366
0,0.00091689,0.82,-12.366
0,0.00091689,0.82,-12.366
0,0.00091689,0.82,-12.366
0,0.00091689,0.82,-12.366
0,0.00091689,0.82,-12.366
0,0.00091689,0.82,-12.366
0,0.00091689,0.82,-12.366
0,0.00091689,0.82,-12.366
0,0.00091689,0.82,-12.366
0,0.00097541,0.82,-12.366
0,0.00097541,0.82,-12.366
0,0.00097541,0.82,-12.366
0,0.00097541,0.82,-12.366
0,0.00097541,0.82,-12.366
0,0.00097541,0.82,-12.366
0,0.00097541,0.82,-12.366
0,0.00097541,0.82,-12.366
0,0.00097541,0.82,-12.366
0,0.00097541,0.82,-12.366
0,0.00097541,0.82,-12.366
0,0.0010339,0.82,-12.366
0,0.0010339,0.82,-12.366
0,0.0010339,0.82,-12.366
0,0.0010339,0.82,-12.366
0,0.0010339,0.82,-12.366
0,0.0010339,0.82,-12.366
0,0.0010339,0.82,-12.366
0,0.0010339,0.82,-12.366
0,0.0010339,0.82,-12.366
0,0.0010339,0.82,-12.366
0,0.0010339,0.82,-12.366
0,0.0010925,0.82,-12.366
0,0.0010925,0.82,-12.366
0,0.0010925,0.82,-12.366
0,0.0010925,0.82,-12.366
0,0.0010925,0.82,-12.366
0,0.0010925,0.82,-12.366
0,0.0010925,0.82,-12.366
0,0.0010925,0.82,-12.366
0,0.0010925,0.82,-12.366
0,0.0010925,0.82,-12.366
0,0.0010925,0.82,-12.366
0,0.001151,0.82,-12.366
0,0.001151,0.82,-12.366
0,0.001151,0.82,-12.366
0,0.001151,0.82,-12.366
0,0.001151,0.82,-12.366
0,0.001151,0.82,-12.366
0,0.001151,0.82,-12.366
0,0.001151,0.82,-12.366
0,0.001151,0.82,-12.366
0,0.001151,0.82,-12.366
0,0.001151,0.82,-12.366
0,0.0012095,0.82,-12.366
0,0.0012095,0.82,-12.366
0,0.0012095,0.82,-12.366
0,0.0012095,0.82,-12.366
0,0.0012095,0.82,-12.366
0,0.0012095,0.82,-12.366
0,0.0012095,0.82,-12.366
0,0.0012095,0.82,-12.366
0,0.0012095,0.82,-12.366
0,0.0012095,0.82,-12.366
0,0.0012095,0.82,-12.366
0,0.001268,0.82,-12.366
0,0.001268,0.82,-12.366
0,0.001268,0.82,-12.366
0,0.001268,0.82,-12.366
0,0.001268,0.82,-12.366
0,0.001268,0.82,-12.366
0,0.001268,0.82,-12.366
0,0.001268,0.82,-12.366
0,0.001268,0.82,-12.366
0,0.001268,0.82,-12.366
0,0.001268,0.82,-12.366
0,0.00068279,0.88,-12.366
0,0.00068279,0.88,-12.366
0,0.00068279,0.88,-12.366
0,0.00068279,0.88,-12.366
0,0.00068279,0.88,-12.366
0,0.00068279,0.88,-12.366
0,0.00068279,0.88,-12.366
0,0.00068279,0.88,-12.366
0,0.00068279,0.88,-12.366
0,0.00068279,0.88,-12.366
0,0.00068279,0.88,-12.366
0,0.00074131,0.88,-12.366
0,0.00074131,0.88,-12.366
0,0.00074131,0.88,-12.366
0,0.00074131,0.88,-12.366
0,0.00074131,0.88,-12.366
0,0.00074131,0.88,-12.366
0,0.00074131,0.88,-12.366
0,0.00074131,0.88,-12.366
0,0.00074131,0.88,-12.366
0,0.00074131,0.88,-12.366
0,0.00074131,0.88,-12.366
0,0.00079984,0.88,-12.366
0,0.00079984,0.88,-12.366
0,0.00079984,0.88,-12.366
0,0.00079984,0.88,-12.366
0,0.00079984,0.88,-12.366
0,0.00079984,0.88,-12.366
0,0.00079984,0.88,-12.366
0,0.00079984,0.88,-12.366
0,0.00079984,0.88,-12.366
0,0.00079984,0.88,-12.366
0,0.00079984,0.88,-12.366
0,0.00085836,0.88,-12.366
0,0.00085836,0.88,-12.366
0,0.00085836,0.88,-12.366
0,0.00085836,0.88,-12.366
0,0.00085836,0.88,-12.366
0,0.00085836,0.88,-12.366
0,0.00085836,0.88,-12.366
0,0.00085836,0.88,-12.366
0,0.00085836,0.88,-12.366
0,0.00085836,0.88,-12.366
0,0.00085836,0.88,-12.366
0,0.00091689,0.88,-12.366
0,0.00091689,0.88,-12.366
0,0.00091689,0.88,-12.366
0,0.00091689,0.88,-12.366
0,0.00091689,0.88,-12.366
0,0.00091689,0.88,-12.366
0,0.00091689,0.88,-12.366
0,0.00091689,0.88,-12.366
0,0.00091689,0.88,-12.366
0,0.00091689,0.88,-12.366
0,0.00091689,0.88,-12.366
0,0.00097541,0.88,-12.366
0,0.00097541,0.88,-12.366
0,0.00097541,0.88,-12.366
0,0.00097541,0.88,-12.366
0,0.00097541,0.88,-12.366
0,0.00097541,0.88,-12.366
0,0.00097541,0.88,-12.366
0,0.00097541,0.88,-12.366
0,0.00097541,0.88,-12.366
0,0.00097541,0.88,-12.366
0,0.00097541,0.88,-12.366
0,0.0010339,0.88,-12.366
0,0.0010339,0.88,-12.366
0,0.0010339,0.88,-12.366
0,0.0010339,0.88,-12.366
0,0.0010339,0.88,-12.366
0,0.0010339,0.88,-12.366
0,0.0010339,0.88,-12.366
0,0.0010339,0.88,-12.366
0,0.0010339,0.88,-12.366
0,0.0010339,0.88,-12.366
0,0.0010339,0.88,-12.366
0,0.0010925,0.88,-12.366
0,0.0010925,0.88,-12.366
0,0.0010925,0.88,-12.366
0,0.0010925,0.88,-12.366
0,0.0010925,0.88,-12.366
0,0.0010925,0.88,-12.366
0,0.0010925,0.88,-12.366
0,0.0010925,0.88,-12.366
0,0.0010925,0.88,-12.366
0,0.0010925,0.88,-12.366
0,0.0010925,0.88,-12.366
0,0.001151,0.88,-12.366
0,0.001151,0.88,-12.366
0,0.001151,0.88,-12.366
0,0.001151,0.88,-12.366
0,0.001151,0.88,-12.366
0,0.001151,0.88,-12.366
0,0.001151,0.88,-12.366
0,0.001151,0.88,-12.366
0,0.001151,0.88,-12.366
0,0.001151,0.88,-12.366
0,0.001151,0.88,-12.366
0,0.0012095,0.88,-12.366
0,0.0012095,0.88,-12.366
0,0.0012095,0.88,-12.366
0,0.0012095,0.88,-12.366
0,0.0012095,0.88,-12.366
0,0.0012095,0.88,-12.366
0,0.0012095,0.88,-12.366
0,0.0012095,0.88,-12.366
0,0.0012095,0.88,-12.366
0,0.0012095,0.88,-12.366
0,0.0012095,0.88,-12.366
0,0.001268,0.88,-12.366
0,0.001268,0.88,-12.366
0,0.001268,0.88,-12.366
0,0.001268,0.88,-12.366
0,0.001268,0.88,-12.366
0,0.001268,0.88,-12.366
0,0.001268,0.88,-12.366
0,0.001268,0.88,-12.366
0,0.001268,0.88,-12.366
0,0.001268,0.88,-12.366
0,0.001268,0.88,-12.366
0,0.00068279,0.94,-12.366
0,0.00068279,0.94,-12.366
0,0.00068279,0.94,-12.366
0,0.00068279,0.94,-12.366
0,0.00068279,0.94,-12.366
0,0.00068279,0.94,-12.366
0,0.00068279,0.94,-12.366
0,0.00068279,0.94,-12.366
0,0.00068279,0.94,-12.366
0,0.00068279,0.94,-12.366
0,0.00068279,0.94,-12.366
0,0.00074131,0.94,-12.366
0,0.00074131,0.94,-12.366
0,0.00074131,0.94,-12.366
0,0.00074131,0.94,-12.366
0,0.00074131,0.94,-12.366
0,0.00074131,0.94,-12.366
0,0.00074131,0.94,-12.366
0,0.00074131,0.94,-12.366
0,0.00074131,0.94,-12.366
0,0.00074131,0.94,-12.366
0,0.00074131,0.94,-12.366
0,0.00079984,0.94,-12.366
0,0.00079984,0.94,-12.366
0,0.00079984,0.94,-12.366
0,0.00079984,0.94,-12.366
0,0.00079984,0.94,-12.366
0,0.00079984,0.94,-12.366
0,0.00079984,0.94,-12.366
0,0.00079984,0.94,-12.366
0,0.00079984,0.94,-12.366
0,0.00079984,0.94,-12.366
0,0.00079984,0.94,-12.366
0,0.00085836,0.94,-12.366
0,0.00085836,0.94,-12.366
0,0.00085836,0.94,-12.366
0,0.00085836,0.94,-12.366
0,0.00085836,0.94,-12.366
0,0.00085836,0.94,-12.366
0,0.00085836,0.94,-12.366
0,0.00085836,0.94,-12.366
0,0.00085836,0.94,-12.366
0,0.00085836,0.94,-12.366
0,0.00085836,0.94,-12.366
0,0.00091689,0.94,-12.366
0,0.00091689,0.94,-12.366
0,0.00091689,0.94,-12.366
0,0.00091689,0.94,-12.366
0,0.00091689,0.94,-12.366
0,0.00091689,0.94,-12.366
0,0.00091689,0.94,-12.366
0,0.00091689,0.94,-12.366
0,0.00091689,0.94,-12.366
0,0.00091689,0.94,-12.366
0,0.00091689,0.94,-12.366
0,0.00097541,0.94,-12.366
0,0.00097541,0.94,-12.366
0,0.00097541,0.94,-12.366
0,0.00097541,0.94,-12.366
0,0.00097541,0.94,-12.366
0,0.00097541,0.94,-12.366
0,0.00097541,0.94,-12.366
0,0.00097541,0.94,-12.366
0,0.00097541,0.94,-12.366
0,0.00097541,0.94,-12.366
0,0.00097541,0.94,-12.366
0,0.0010339,0.94,-12.366
0,0.0010339,0.94,-12.366
0,0.0010339,0.94,-12.366
0,0.0010339,0.94,-12.366
0,0.0010339,0.94,-12.366
0,0.0010339,0.94,-12.366
0,0.0010339,0.94,-12.366
0,0.0010339,0.94,-12.366
0,0.0010339,0.94,-12.366
0,0.0010339,0.94,-12.366
0,0.0010339,0.94,-12.366
0,0.0010925,0.94,-12.366
0,0.0010925,0.94,-12.366
0,0.0010925,0.94,-12.366
0,0.0010925,0.94,-12.366
0,0.0010925,0.94,-12.366
0,0.0010925,0.94,-12.366
0,0.0010925,0.94,-12.366
0,0.0010925,0.94,-12.366
0,0.0010925,0.94,-12.366
0,0.0010925,0.94,-12.366
0,0.0010925,0.94,-12.366
0,0.001151,0.94,-12.366
0,0.001151,0.94,-12.366
0,0.001151,0.94,-12.366
0,0.001151,0.94,-12.366
0,0.001151,0.94,-12.366
0,0.001151,0.94,-12.366
0,0.001151,0.94,-12.366
0,0.001151,0.94,-12.366
0,0.001151,0.94,-12.366
0,0.001151,0.94,-12.366
0,0.001151,0.94,-12.366
0,0.0012095,0.94,-12.366
0,0.0012095,0.94,-12.366
0,0.0012095,0.94,-12.366
0,0.0012095,0.94,-12.366
0,0.0012095,0.94,-12.366
0,0.0012095,0.94,-12.366
0,0.0012095,0.94,-12.366
0,0.0012095,0.94,-12.366
0,0.0012095,0.94,-12.366
0,0.0012095,0.94,-12.366
0,0.0012095,0.94,-12.366
0,0.001268,0.94,-12.366
0,0.001268,0.94,-12.366
0,0.001268,0.94,-12.366
0,0.001268,0.94,-12.366
0,0.001268,0.94,-12.366
0,0.001268,0.94,-12.366
0,0.001268,0.94,-12.366
0,0.001268,0.94,-12.366
0,0.001268,0.94,-12.366
0,0.001268,0.94,-12.366
0,0.001268,0.94,-12.366
0,0.00068279,1,-12.366
0,0.00068279,1,-12.366
0,0.00068279,1,-12.366
0,0.00068279,1,-12.366
0,0.00068279,1,-12.366
0,0.00068279,1,-12.366
0,0.00068279,1,-12.366
0,0.00068279,1,-12.366
0,0.00068279,1,-12.366
0,0.00068279,1,-12.366
0,0.00068279,1,-12.366
0,0.00074131,1,-12.366
0,0.00074131,1,-12.366
0,0.00074131,1,-12.366
0,0.00074131,1,-12.366
0,0.00074131,1,-12.366
0,0.00074131,1,-12.366
0,0.00074131,1,-12.366
0,0.00074131,1,-12.366
0,0.00074131,1,-12.366
0,0.00074131,1,-12.366
0,0.00074131,1,-12.366
0,0.00079984,1,-12.366
0,0.00079984,1,-12.366
0,0.00079984,1,-12.366
0,0.00079984,1,-12.366
0,0.00079984,1,-12.366
0,0.00079984,1,-12.366
0,0.00079984,1,-12.366
0,0.00079984,1,-12.366
0,0.00079984,1,-12.366
0,0.00079984,1,-12.366
0,0.00079984,1,-12.366
0,0.00085836,1,-12.366
0,0.00085836,1,-12.366
0,0.00085836,1,-12.366
0,0.00085836,1,-12.366
0,0.00085836,1,-12.366
0,0.00085836,1,-12.366
0,0.00085836,1,-12.366
0,0.00085836,1,-12.366
0,0.00085836,1,-12.366
0,0.00085836,1,-12.366
0,0.00085836,1,-12.366
0,0.00091689,1,-12.366
0,0.00091689,1,-12.366
0,0.00091689,1,-12.366
0,0.00091689,1,-12.366
0,0.00091689,1,-12.366
0,0.00091689,1,-12.366
0,0.00091689,1,-12.366
0,0.00091689,1,-12.366
0,0.00091689,1,-12.366
0,0.00091689,1,-12.366
0,0.00091689,1,-12.366
0,0.00097541,1,-12.366
0,0.00097541,1,-12.366
0,0.00097541,1,-12.366
0,0.00097541,1,-12.366
0,0.00097541,1,-12.366
0,0.00097541,1,-12.366
0,0.00097541,1,-12.366
0,0.00097541,1,-12.366
0,0.00097541,1,-12.366
0,0.00097541,1,-12.366
0,0.00097541,1,-12.366
0,0.0010339,1,-12.366
0,0.0010339,1,-12.366
0,0.0010339,1,-12.366
0,0.0010339,1,-12.366
0,0.0010339,1,-12.366
0,0.0010339,1,-12.366
0,0.0010339,1,-12.366
0,0.0010339,1,-12.366
0,0.0010339,1,-12.366
0,0.0010339,1,-12.366
0,0.0010339,1,-12.366
0,0.0010925,1,-12.366
0,0.0010925,1,-12.366
0,0.0010925,1,-12.366
0,0.0010925,1,-12.366
0,0.0010925,1,-12.366
0,0.0010925,1,-12.366
0,0.0010925,1,-12.366
0,0.0010925,1,-12.366
0,0.0010925,1,-12.366
0,0.0010925,1,-12.366
0,0.0010925,1,-12.366
0,0.001151,1,-12.366
0,0.001151,1,-12.366
0,0.001151,1,-12.366
0,0.001151,1,-12.366
0,0.001151,1,-12.366
0,0.001151,1,-12.366
0,0.001151,1,-12.366
0,0.001151,1,-12.366
0,0.001151,1,-12.366
0,0.001151,1,-12.366
0,0.001151,1,-12.366
0,0.0012095,1,-12.366
0,0.0012095,1,-12.366
0,0.0012095,1,-12.366
0,0.0012095,1,-12.366
0,0.0012095,1,-12.366
0,0.0012095,1,-12.366
0,0.0012095,1,-12.366
0,0.0012095,1,-12.366
0,0.0012095,1,-12.366
0,0.0012095,1,-12.366
0,0.0012095,1,-12.366
0,0.001268,1,-12.366
0,0.001268,1,-12.366
0,0.001268,1,-12.366
0,0.001268,1,-12.366
0,0.001268,1,-12.366
0,0.001268,1,-12.366
0,0.001268,1,-12.366
0,0.001268,1,-12.366
0,0.001268,1,-12.366
0,0.001268,1,-12.366
0,0.001268,1,-12.366
0,0.00068279,1.06,-12.366
0,0.00068279,1.06,-12.366
0,0.00068279,1.06,-12.366
0,0.00068279,1.06,-12.366
0,0.00068279,1.06,-12.366
0,0.00068279,1.06,-12.366
0,0.00068279,1.06,-12.366
0,0.00068279,1.06,-12.366
0,0.00068279,1.06,-12.366
0,0.00068279,1.06,-12.366
0,0.00068279,1.06,-12.366
0,0.00074131,1.06,-12.366
0,0.00074131,1.06,-12.366
0,0.00074131,1.06,-12.366
0,0.00074131,1.06,-12.366
0,0.00074131,1.06,-12.366
0,0.00074131,1.06,-12.366
0,0.00074131,1.06,-12.366
0,0.00074131,1.06,-12.366
0,0.00074131,1.06,-12.366
0,0.00074131,1.06,-12.366
0,0.00074131,1.06,-12.366
0,0.00079984,1.06,-12.366
0,0.00079984,1.06,-12.366
0,0.00079984,1.06,-12.366
0,0.00079984,1.06,-12.366
0,0.00079984,1.06,-12.366
0,0.00079984,1.06,-12.366
0,0.00079984,1.06,-12.366
0,0.00079984,1.06,-12.366
0,0.00079984,1.06,-12.366
0,0.00079984,1.06,-12.366
0,0.00079984,1.06,-12.366
0,0.00085836,1.06,-12.366
0,0.00085836,1.06,-12.366
0,0.00085836,1.06,-12.366
0,0.00085836,1.06,-12.366
0,0.00085836,1.06,-12.366
0,0.00085836,1.06,-12.366
0,0.00085836,1.06,-12.366
0,0.00085836,1.06,-12.366
0,0.00085836,1.06,-12.366
0,0.00085836,1.06,-12.366
0,0.00085836,1.06,-12.366
0,0.00091689,1.06,-12.366
0,0.00091689,1.06,-12.366
0,0.00091689,1.06,-12.366
0,0.00091689,1.06,-12.366
0,0.00091689,1.06,-12.366
0,0.00091689,1.06,-12.366
0,0.00091689,1.06,-12.366
0,0.00091689,1.06,-12.366
0,0.00091689,1.06,-12.366
0,0.00091689,1.06,-12.366
0,0.00091689,1.06,-12.366
0,0.00097541,1.06,-12.366
0,0.00097541,1.06,-12.366
0,0.00097541,1.06,-12.366
0,0.00097541,1.06,-12.366
0,0.00097541,1.06,-12.366
0,0.00097541,1.06,-12.366
0,0.00097541,1.06,-12.366
0,0.00097541,1.06,-12.366
0,0.00097541,1.06,-12.366
0,0.00097541,1.06,-12.366
0,0.00097541,1.06,-12.366
0,0.0010339,1.06,-12.366
0,0.0010339,1.06,-12.366
0,0.0010339,1.06,-12.366
0,0.0010339,1.06,-12.366
0,0.0010339,1.06,-12.366
0,0.0010339,1.06,-12.366
0,0.0010339,1.06,-12.366
0,0.0010339,1.06,-12.366
0,0.0010339,1.06,-12.366
0,0.0010339,1.06,-12.366
0,0.0010339,1.06,-12.366
0,0.0010925,1.06,-12.366
0,0.0010925,1.06,-12.366
0,0.0010925,1.06,-12.366
0,0.0010925,1.06,-12.366
0,0.0010925,1.06,-12.366
0,0.0010925,1.06,-12.366
0,0.0010925,1.06,-12.366
0,0.0010925,1.06,-12.366
0,0.0010925,1.06,-12.366
0,0.0010925,1.06,-12.366
0,0.0010925,1.06,-12.366
0,0.001151,1.06,-12.366
0,0.001151,1.06,-12.366
0,0.001151,1.06,-12.366
0,0.001151,1.06,-12.366
0,0.001151,1.06,-12.366
0,0.001151,1.06,-12.366
0,0.001151,1.06,-12.366
0,0.001151,1.06,-12.366
0,0.001151,1.06,-12.366
0,0.001151,1.06,-12.366
0,0.001151,1.06,-12.366
0,0.0012095,1.06,-12.366
0,0.0012095,1.06,-12.366
0,0.0012095,1.06,-12.366
0,0.0012095,1.06,-12.366
0,0.0012095,1.06,-12.366
0,0.0012095,1.06,-12.366
0,0.0012095,1.06,-12.366
0,0.0012095,1.06,-12.366
0,0.0012095,1.06,-12.366
0,0.0012095,1.06,-12.366
0,0.0012095,1.06,-12.366
0,0.001268,1.06,-12.366
0,0.001268,1.06,-12.366
0,0.001268,1.06,-12.366
0,0.001268,1.06,-12.366
0,0.001268,1.06,-12.366
0,0.001268,1.06,-12.366
0,0.001268,1.06,-12.366
0,0.001268,1.06,-12.366
0,0.001268,1.06,-12.366
0,0.001268,1.06,-12.366
